EMPLOYEE #,satisfaction_level,last_evaluation
66362,0.59,0.64
66363,0.5,0.52
66372,1,0.74
66384,0.94,0.61
70502,0.86,0.61
66401,0.73,0.49
66405,0.49,0.94
66406,0.79,0.73
66410,0.83,0.5
66416,0.85,0.67
66425,0.65,0.37
66427,0.94,0.65
71213,0.76,0.81
66431,0.77,0.54
66439,0.77,0.91
66452,0.59,0.64
66460,0.69,0.9
66464,0.51,0.85
66468,0.8,0.67
66480,0.98,0.7
66490,0.69,0.72
66495,0.14,0.76
66499,0.95,0.9
77232,0.53,0.61
79609,0.64,0.52
66510,0.51,0.73
80087,0.36,0.73
66520,0.62,0.97
66530,0.98,0.58
66531,0.53,0.7
80573,0.8,0.95
66544,0.73,0.77
66545,0.82,0.8
66549,0.62,0.75
66562,0.87,0.48
66572,0.43,0.65
66573,0.57,0.6
66575,0.91,0.77
80718,0.75,0.59
66584,0.76,0.8
66588,0.85,0.49
84132,0.56,0.67
66598,0.86,0.84
66599,0.21,0.43
84295,0.94,0.59
66610,0.98,0.74
66617,0.42,0.45
66619,0.98,0.89
66620,1,0.93
66624,0.95,0.52
66636,0.95,0.5
66644,0.68,0.53
66647,0.64,0.38
66648,0.24,0.62
66661,0.37,0.72
66663,0.67,0.4
66664,0.86,0.89
66669,0.43,0.38
66678,0.67,0.67
85132,0.92,0.6
66687,0.43,0.46
66689,0.52,0.8
66693,0.16,0.42
66697,0.49,0.6
66698,0.37,0.63
66703,0.98,0.68
66719,0.33,0.97
66720,0.14,0.79
66727,0.54,0.79
85347,0.63,0.48
66732,0.55,0.69
66734,0.84,0.53
66766,0.51,0.97
66768,0.15,0.75
66770,0.97,0.79
66771,0.67,0.69
66779,0.48,0.67
66791,0.69,0.58
86510,0.6,0.62
66813,0.82,0.71
66814,0.86,0.95
66821,0.69,0.59
66824,0.87,0.87
66832,0.17,0.78
66835,0.94,0.51
66856,0.5,1
66859,0.16,0.72
66865,0.89,0.99
66870,0.69,0.51
66875,0.5,0.51
66877,0.16,0.46
66883,0.75,0.99
66891,0.64,0.66
66902,0.78,0.43
66905,0.81,0.74
66906,0.55,0.58
66907,0.53,0.53
66908,0.69,0.73
66909,0.8,0.53
88795,0.77,0.98
66913,0.84,0.8
89239,0.64,0.55
66920,0.78,0.57
66927,0.67,0.7
66951,0.81,0.77
89737,0.91,0.82
66983,0.75,0.89
66984,0.78,0.96
66999,0.54,0.52
90339,0.77,0.71
67002,0.89,0.63
67007,0.16,0.98
67009,0.77,0.99
90878,0.69,0.48
93041,0.61,0.81
93171,0.59,0.81
67036,0.58,0.8
67046,0.88,0.67
67052,0.51,0.63
67053,0.31,0.7
93885,0.52,0.52
67056,0.57,0.46
67058,0.5,0.77
67066,0.74,0.63
67067,0.74,0.77
94474,0.82,0.51
67074,0.74,0.71
67075,0.2,0.59
67079,0.63,0.48
67084,0.19,0.8
67107,0.4,0.62
67112,0.71,0.37
67124,0.84,0.73
67137,0.59,0.84
67140,0.57,0.85
67143,0.81,0.61
67144,0.8,0.7
67147,0.49,0.66
67161,0.55,0.64
67163,0.68,0.4
67177,0.55,0.67
94599,0.59,0.62
67188,0.91,0.8
67196,0.48,0.9
67202,0.84,0.66
67207,0.73,0.54
67208,0.28,0.59
67225,0.77,0.65
67227,0.67,0.65
67233,0.5,0.53
67236,0.32,0.47
67239,0.57,0.78
67246,0.51,0.8
67252,0.61,0.6
67254,0.83,0.73
67256,0.87,0.97
67261,0.7,0.63
67266,0.78,0.65
67269,0.71,0.53
67275,0.68,0.99
97559,0.75,0.53
67296,0.7,0.53
67301,0.59,0.94
67307,0.64,0.87
98055,0.61,0.88
67316,0.77,0.49
67317,0.51,0.64
67318,0.49,0.49
67320,0.77,0.75
67324,0.31,0.86
67325,0.54,0.76
98411,0.56,0.66
67342,0.65,0.77
67348,0.49,0.36
67351,0.82,0.79
67352,0.6,0.52
67362,0.64,0.63
67363,0.7,0.68
67365,0.65,0.89
67366,0.69,0.78
67367,0.93,0.74
67368,0.55,0.52
67389,0.75,0.87
99238,0.47,0.43
67393,0.72,0.88
67403,0.59,0.92
67411,0.98,0.49
67418,0.39,0.52
67425,0.93,0.87
3992,0.71,0.97
67427,0.49,0.54
67431,0.63,0.93
67436,0.45,0.64
67442,0.77,0.64
67445,0.77,0.63
67454,0.5,0.92
67457,0.45,0.42
67464,0.81,0.47
67467,0.83,0.67
67468,0.47,0.76
3993,0.25,0.89
4042,0.89,0.55
67476,0.97,0.57
67479,0.6,0.65
67482,0.67,0.72
67483,0.89,0.77
67490,0.6,0.91
4939,0.64,0.79
67532,0.57,0.66
67533,0.56,0.98
67544,0.6,0.9
67547,0.17,0.66
6770,0.74,0.49
67572,0.44,0.41
67584,0.51,0.89
67587,0.86,0.57
67596,0.96,0.48
8212,0.87,0.82
9282,0.58,0.79
9347,0.24,0.56
10462,0.42,0.8
67622,0.65,0.94
67647,0.73,0.92
67656,0.63,0.6
67663,0.95,0.48
67673,0.52,0.83
67677,0.96,0.55
67679,0.66,0.51
67682,0.98,0.44
13685,0.56,0.79
67686,0.97,0.54
67709,0.72,0.92
14403,0.74,0.78
67720,0.2,0.6
67724,0.73,0.56
67728,0.76,0.79
67731,0.65,0.54
67735,0.66,0.5
15621,0.96,0.97
67745,0.57,0.55
16738,0.61,0.82
67756,0.57,0.69
67761,0.59,0.47
18804,0.92,0.68
67775,0.79,0.56
67782,0.95,0.66
67784,0.24,0.81
67803,0.49,0.52
20215,,
67811,0.97,0.51
67816,0.55,0.78
67817,0.76,0.56
22153,0.53,0.99
67837,0.51,0.86
67841,0.57,0.93
67847,0.58,0.91
67848,0.6,0.98
67858,0.65,0.74
67859,0.91,0.75
67860,0.65,0.55
67866,0.18,0.49
67869,0.66,0.9
67873,0.78,0.8
67876,0.82,0.65
23464,0.54,0.64
67893,0.95,0.84
24395,0.65,0.85
24635,0.83,0.55
67910,0.15,0.6
67918,0.59,0.59
67919,0.99,0.94
67927,0.76,0.72
67934,0.64,0.67
25055,0.95,0.75
67939,0.53,0.66
26613,0.59,0.5
67951,0.69,0.86
31326,0.5,0.49
67965,0.89,0.96
67967,0.56,0.39
32935,0.77,0.68
67974,0.15,0.75
67976,0.88,0.58
67984,0.89,0.86
67991,0.65,0.52
67993,0.58,0.99
68001,0.56,0.85
68009,0.25,0.72
68011,0.87,0.89
68023,0.62,0.4
68034,0.72,0.75
34598,0.49,0.94
68044,0.57,0.91
68055,0.63,0.65
68057,0.91,0.63
68069,0.7,0.68
68070,0.66,0.95
68073,0.77,0.48
68078,0.68,0.97
68084,0.34,0.46
68102,0.97,0.64
68103,0.57,0.75
68105,0.66,0.65
68119,0.68,0.67
39454,0.49,0.78
68148,0.72,0.66
42190,0.77,0.89
42472,0.77,0.73
68159,0.59,0.73
68171,0.41,0.67
68180,0.94,0.64
68191,0.91,0.61
68192,0.7,0.84
68195,0.51,0.52
43780,0.22,0.7
68205,0.69,0.65
68214,0.2,0.68
68220,0.9,0.85
45574,0.76,0.85
68233,0.88,0.51
49560,0.31,0.63
68241,0.17,0.66
68249,0.91,0.77
68253,0.97,0.38
52556,0.61,0.77
53057,0.74,0.67
54934,0.65,0.82
56669,0.87,0.73
68277,0.56,0.71
68298,0.78,0.69
68304,0.73,0.57
68318,0.66,0.78
68320,0.15,0.81
68323,0.52,0.69
68328,0.44,0.66
68331,0.7,0.7
68333,0.63,0.52
68343,0.89,0.59
68344,0.96,0.85
68348,0.98,0.99
58846,0.62,0.82
61416,0.62,0.73
61538,0.69,0.43
68391,0.5,0.91
68401,0.71,0.93
68413,0.5,0.68
62387,0.93,0.6
68431,0.95,0.77
68434,0.17,0.61
63502,0.92,0.68
64688,0.64,0.48
66219,0.27,0.42
68468,0.66,0.87
68474,0.59,0.69
68476,0.93,0.98
68482,0.58,0.67
68489,0.96,0.6
68497,0.69,0.85
68502,0.41,0.38
68504,0.36,0.41
68506,0.71,0.78
68508,0.94,0.9
68524,0.51,0.76
68535,0.83,0.48
68541,0.22,0.62
68544,0.66,0.89
67335,0.14,0.58
68561,0.16,0.96
69149,0.81,0.78
68567,0.73,0.94
72351,0.7,0.58
68583,0.62,0.73
68590,0.5,0.83
68591,0.7,0.88
68600,0.53,0.73
68601,0.87,0.9
68603,0.59,0.6
68605,0.94,0.67
74869,0.2,0.53
68612,0.42,0.44
75320,0.43,0.66
68618,0.43,0.76
68621,0.77,0.86
75363,0.76,0.98
68628,0.82,0.9
68639,0.75,0.66
68649,0.63,0.98
68650,0.51,0.75
68656,0.23,0.7
68661,0.77,0.58
68670,0.54,0.63
68678,0.63,0.85
68691,0.55,0.45
68694,0.31,0.63
68705,0.98,0.74
68707,0.16,0.95
68715,0.54,0.78
68718,0.73,0.48
68719,0.16,0.63
68725,0.57,0.82
68726,0.88,0.88
68727,0.95,0.81
68740,0.93,0.7
75939,0.91,0.58
68752,0.77,0.82
68755,0.24,0.94
68771,0.74,0.74
68776,0.53,0.59
68788,0.89,0.77
68790,0.23,0.77
68800,0.69,0.66
68807,0.52,0.72
68809,0.9,0.58
79639,0.92,0.63
68825,0.72,0.59
68826,0.92,0.61
68831,0.79,0.86
81087,0.48,0.89
81217,0.27,0.76
68839,0.67,0.49
68848,0.48,0.7
68851,0.99,0.6
68858,0.49,0.88
68859,0.39,0.45
68860,0.99,0.92
68863,0.78,0.57
68872,0.5,0.73
68876,0.61,0.79
68881,0.88,0.6
68886,0.44,0.44
68887,0.73,0.78
68891,0.58,0.84
68892,0.74,0.98
85425,0.32,0.48
68900,0.88,0.83
68901,0.81,0.9
68913,0.59,0.92
87166,0.79,0.65
68916,0.92,0.64
68919,0.76,0.85
89193,0.91,0.65
68929,0.8,0.84
68930,0.73,0.72
68933,0.88,0.53
68934,0.65,0.4
89255,0.84,0.5
68937,0.93,0.5
68944,0.64,0.6
68947,0.66,0.72
68960,0.76,0.56
68968,0.34,0.72
89577,0.48,0.8
89804,0.79,0.61
69001,0.82,0.67
69002,0.51,0.71
69008,0.84,0.78
69017,0.66,0.79
90551,0.72,0.88
69034,0.53,0.91
69035,0.81,0.8
69041,0.58,0.9
91507,0.82,0.56
69061,0.72,0.99
69065,0.9,0.54
69069,0.98,0.91
69073,0.56,0.74
92878,0.77,0.82
94234,0.61,0.89
69089,0.97,0.61
69093,0.64,0.55
69096,0.99,0.97
69100,0.61,0.42
69101,0.72,0.71
94372,0.67,0.91
69111,0.9,0.56
69112,0.9,0.73
69122,0.63,0.61
94507,0.64,0.88
69131,0.44,0.65
69133,0.64,0.94
69134,0.65,0.95
69136,0.69,0.9
69141,0.93,0.51
69142,0.73,0.9
96450,0.83,0.6
69155,0.82,0.49
69158,0.39,0.91
69159,0.53,0.47
69170,0.88,0.81
69187,0.8,0.6
69191,0.68,0.79
69200,0.66,0.6
69205,0.61,0.61
69207,0.74,0.55
69211,0.61,0.83
69214,0.57,0.99
69215,0.68,0.54
69216,0.75,0.79
69228,0.29,0.57
69234,0.81,0.81
69247,0.53,0.68
69248,0.42,0.96
97313,0.64,0.67
69263,0.63,0.5
69268,0.81,0.81
69280,0.71,0.66
69282,0.7,0.83
69288,0.53,1
69291,0.16,0.93
97868,0.17,0.55
1777,0.7,0.95
3280,0.43,0.88
69315,0.49,0.62
69316,0.5,0.9
69323,0.57,0.59
69328,0.68,0.75
69332,0.62,0.61
69341,0.69,0.75
4457,0.63,0.7
69347,0.76,0.62
69348,0.62,0.76
69349,0.82,0.69
69356,0.2,0.7
5539,0.16,0.7
69358,0.2,0.78
6247,0.53,0.51
69380,0.71,0.63
69382,0.7,0.93
8896,0.92,0.94
9520,0.81,0.92
69394,0.79,0.62
69398,0.53,0.64
69401,0.51,0.56
69405,0.78,0.9
69415,0.5,0.91
69417,0.92,1
69420,0.59,0.54
69424,0.77,0.55
69426,0.74,0.87
69435,0.67,0.97
69443,0.56,0.59
69449,0.84,0.44
9748,0.53,0.77
11060,0.86,0.71
69467,0.77,0.68
69468,0.97,0.94
69473,0.69,0.87
11590,0.73,0.9
69483,0.42,0.47
69486,0.4,0.47
69495,0.33,0.41
12328,0.68,0.66
69504,0.78,0.8
69510,0.92,0.6
69512,0.66,0.66
69519,0.6,0.45
12799,0.86,0.83
69532,0.61,0.49
13850,0.71,0.68
69537,0.86,0.62
69547,0.96,0.59
69551,0.7,0.54
69566,0.38,0.49
69569,0.39,0.75
15849,0.49,0.4
19943,0.78,0.62
21309,0.74,0.79
69611,0.82,0.76
69615,0.6,0.42
69629,0.72,0.99
69630,0.73,0.97
69633,0.89,0.55
21578,0.74,0.94
22876,0.83,0.57
69647,0.24,0.88
69651,0.93,0.89
69663,0.96,0.62
69666,0.16,0.68
69667,0.21,0.85
69672,0.69,0.54
69673,0.66,0.96
69675,0.67,0.39
69684,0.85,0.58
69686,0.37,0.92
69687,0.64,0.64
69688,0.91,0.82
69690,0.96,0.68
69699,0.74,0.7
69722,0.94,0.99
25198,0.37,0.72
69726,0.92,0.85
69736,0.86,0.72
26960,0.66,0.49
69739,0.19,0.61
69744,0.65,0.61
29528,0.92,0.44
69761,0.83,0.8
29627,0.94,0.82
69770,0.42,0.69
69775,0.78,0.53
69781,0.58,0.76
69786,0.5,0.64
69796,0.82,0.76
31540,0.97,0.92
69805,0.8,0.93
31704,0.82,0.84
69807,0.95,0.99
69809,0.88,0.51
69821,0.5,0.86
69825,0.53,0.8
33527,0.82,0.74
69845,0.15,0.74
69846,0.92,0.7
69850,0.53,0.74
69856,0.58,1
34240,0.88,0.74
69868,0.85,0.72
69881,0.99,0.68
69887,0.94,0.73
69889,0.63,0.94
69891,0.85,0.9
69900,0.95,0.66
69905,0.71,0.66
69911,0.49,0.88
69924,0.71,0.69
34682,0.52,0.62
69935,0.48,0.72
69937,0.82,0.79
69939,0.83,0.76
69941,0.85,0.87
69948,0.57,0.64
69957,0.16,0.63
69961,0.85,0.64
36441,0.82,0.67
38181,0.9,0.89
69973,0.92,0.64
69983,0.9,0.48
40344,0.82,0.8
41825,0.84,0.81
70002,0.92,0.65
70005,0.82,
42620,0.8,0.8
70019,0.6,0.85
43334,0.14,0.38
70032,0.85,0.89
70036,0.55,0.81
70038,0.49,0.71
70046,0.82,0.58
70051,0.59,0.77
70063,0.9,0.82
70064,0.62,0.72
70067,0.61,0.68
44232,0.52,0.55
70088,0.79,0.87
70096,0.49,0.89
70101,0.73,0.67
70103,0.67,0.49
70114,0.52,0.61
70119,0.72,0.64
70124,0.48,0.5
70128,0.19,0.79
49964,0.49,0.49
70135,0.9,0.76
70141,0.49,0.49
70149,0.6,0.53
70150,0.62,0.85
70151,0.64,0.5
70154,0.22,0.94
70156,0.9,0.55
50735,0.74,0.95
70178,0.85,0.54
70182,0.33,0.65
70191,0.5,0.73
70208,0.38,0.53
70212,0.8,0.86
70219,0.11,0.88
70223,0.72,0.87
70226,0.37,0.52
70229,0.41,0.5
70242,0.1,0.77
70247,0.92,0.85
70249,0.89,1
70260,0.42,0.53
70264,0.45,0.54
54600,0.11,0.81
70276,0.84,0.92
70277,0.41,0.55
70281,0.36,0.56
70284,0.38,0.54
70286,0.45,0.47
70290,0.78,0.99
55174,0.45,0.51
70316,0.76,0.89
70336,0.11,0.83
55920,0.38,0.55
70341,0.09,0.95
70346,0.46,0.57
70360,0.4,0.53
70363,0.89,0.92
70369,0.82,0.87
70370,0.4,0.49
70371,0.41,0.46
70372,0.38,0.5
70375,0.09,0.62
70376,0.45,0.57
70380,0.4,0.51
70381,0.45,0.55
70389,0.84,0.87
70391,0.1,0.94
70401,0.38,0.46
70403,0.45,0.5
70407,0.11,0.89
70415,0.41,0.54
70423,0.87,0.88
70424,0.45,0.48
70429,0.4,0.46
70433,0.1,0.8
70436,0.09,0.89
70437,0.84,0.74
58706,0.4,0.55
70450,0.57,0.7
70453,0.4,0.54
70454,0.43,0.47
70459,0.13,0.78
70462,0.44,0.55
70463,0.38,0.55
70466,0.39,0.54
70470,0.1,0.92
70478,0.37,0.46
60470,0.11,0.94
70485,0.1,0.81
70487,0.38,0.54
60474,0.85,1
60633,0.85,0.91
70506,0.11,0.93
70510,0.1,0.95
70513,0.36,0.56
70516,0.11,0.94
70526,0.81,0.7
70528,0.43,0.54
61380,0.9,0.98
70539,0.76,0.86
70544,0.43,0.5
62101,0.74,0.99
64570,0.09,0.77
70575,0.45,0.49
70576,0.09,0.87
70578,0.11,0.97
70584,0.11,0.79
70590,0.1,0.83
70591,0.4,0.54
70594,0.43,0.56
70602,0.39,0.56
70603,0.45,0.54
66578,0.38,0.49
70617,0.79,0.59
70628,0.84,0.85
70629,0.11,0.77
70643,0.11,0.87
70646,0.17,0.84
70651,0.44,0.45
70652,0.37,0.57
70658,0.1,0.79
67774,0.4,0.5
69724,0.89,1
70685,0.42,0.48
70692,0.46,0.55
70314,0.09,0.83
70714,0.37,0.51
75454,0.1,0.77
76647,0.1,0.84
70723,0.11,0.97
78108,0.9,1
70731,0.38,0.52
70732,0.36,0.52
80962,0.42,0.46
70768,0.09,0.94
70778,0.43,0.52
70780,0.24,0.46
70786,0.91,1
81357,0.44,0.5
70802,0.71,0.87
70806,0.4,0.49
70812,0.43,0.47
70813,0.09,0.85
81641,0.43,0.52
70816,0.9,0.96
70819,0.84,1
70820,0.37,0.48
70824,0.86,0.68
70843,0.11,0.84
70848,0.37,0.57
70850,0.4,0.46
82038,0.14,0.62
70857,0.4,0.46
82097,0.75,1
70878,0.11,0.84
70886,0.46,0.49
70893,0.11,0.92
70895,0.38,0.49
70913,0.7,0.89
85105,0.09,0.82
70927,0.37,0.45
70934,0.1,0.83
70935,0.38,0.57
70945,0.9,1
70946,0.44,0.51
88637,0.36,0.5
70953,0.31,0.84
70958,0.1,0.84
70973,0.42,0.48
88667,0.74,1
70977,0.73,0.87
70983,0.09,0.96
70987,0.45,0.53
89031,0.11,0.8
89974,0.37,0.47
71008,0.84,0.99
71012,0.41,0.46
71018,0.76,0.92
71019,0.11,0.87
90603,0.84,0.88
71029,0.39,0.5
71032,0.11,0.91
71034,0.45,0.56
71041,0.37,0.52
71047,0.4,0.52
71051,0.39,0.48
71058,0.11,0.8
71069,0.83,1
71071,0.11,0.92
71077,0.39,0.5
91151,0.45,0.45
71100,0.1,0.95
71101,0.9,0.98
71104,0.45,0.51
71108,0.79,0.89
91606,0.9,0.99
71111,0.11,0.84
71125,0.43,0.55
71128,0.31,0.54
71133,0.32,0.5
91720,0.45,0.57
71148,0.81,0.99
71152,0.41,0.46
71156,0.11,0.78
71164,0.1,0.88
71168,0.7,0.53
71177,0.54,0.74
71181,0.41,0.48
71187,0.38,0.5
71191,0.37,0.51
71202,0.11,0.85
71206,0.4,0.47
71208,0.1,0.84
71209,0.89,0.99
71212,0.11,0.8
97048,0.36,0.55
71216,0.4,0.46
71221,0.09,0.85
97344,0.4,0.46
71227,0.37,0.55
71231,0.44,0.51
71233,0.09,0.8
71236,0.92,0.87
71241,0.74,0.91
71243,0.09,0.82
71259,0.89,0.95
71261,0.09,0.8
71274,0.27,0.54
71275,0.1,0.91
71279,0.1,0.89
98550,0.77,0.94
71282,0.9,0.82
71284,0.39,0.5
71291,0.76,1
71293,0.1,0.93
71296,0.87,0.9
71306,0.38,0.5
71308,0.77,0.99
71310,0.78,0.87
71312,0.44,0.5
71313,0.38,0.52
71320,0.43,0.46
71321,0.39,0.5
1987,0.88,1
71336,0.45,0.46
71340,0.4,0.53
71343,0.36,0.51
71346,0.36,0.48
71358,0.9,0.98
71378,0.43,0.53
71399,0.89,0.87
71403,0.1,0.84
71408,0.37,0.5
2624,0.37,0.51
71414,0.87,0.9
71420,0.4,0.56
71421,0.9,0.97
71431,0.37,0.46
71438,0.44,0.54
71443,0.85,0.95
71452,0.78,0.98
71456,0.42,0.47
71460,0.92,0.99
71465,0.11,0.83
71470,0.42,0.56
71473,0.48,0.57
4652,0.83,0.85
71485,0.4,0.53
71488,0.43,0.45
71496,0.43,0.53
71502,0.1,0.97
71518,0.1,0.87
71520,0.37,0.46
71530,0.38,0.53
71531,0.4,0.5
71535,0.89,0.86
71538,0.45,0.46
71542,0.37,0.48
71543,0.46,0.49
71544,0.87,0.91
71546,0.11,0.84
71555,0.79,0.87
5469,0.79,0.92
8000,0.19,0.59
71569,0.87,0.98
71575,0.6,0.92
71578,0.44,0.45
71585,0.11,0.81
71594,0.42,0.54
71595,0.88,0.88
71598,0.11,0.84
71599,0.46,0.46
71600,0.82,0.97
71603,0.44,0.56
71605,0.11,0.78
71607,0.42,0.5
8011,0.84,0.93
71625,0.11,0.95
12208,0.45,0.53
71634,0.38,0.56
71637,0.38,0.86
71645,0.44,0.51
71649,0.11,0.84
71653,0.81,0.93
71654,0.09,0.96
71657,0.11,0.9
71661,0.81,0.95
71667,0.1,0.97
71670,0.74,0.89
71681,0.09,0.78
71693,0.82,0.81
71703,0.1,0.98
71709,0.27,0.56
71711,0.83,0.92
71717,0.1,0.93
71718,0.38,0.47
71745,0.4,0.56
71753,0.11,0.83
13319,0.11,0.79
19377,0.82,0.91
71781,0.36,0.48
21849,0.4,0.46
71801,0.87,0.84
71803,0.41,0.49
22755,0.11,0.91
71807,0.1,0.93
71815,0.38,0.51
71823,0.39,0.55
71825,0.4,0.52
71826,0.45,0.48
71828,0.74,0.84
71829,0.45,0.55
71831,0.12,1
71842,0.1,0.77
71852,0.37,0.55
71853,0.89,0.87
71854,0.45,0.47
27224,0.37,0.46
71856,0.11,0.81
71859,0.41,0.48
29676,0.1,0.94
71864,0.1,0.93
71870,0.11,0.95
71878,0.4,0.54
71885,0.41,0.49
71896,0.1,0.81
71901,0.73,0.86
71905,0.43,0.47
71906,0.37,0.46
71910,0.11,0.94
71923,0.4,0.46
71932,0.41,0.54
71934,0.82,0.84
29808,0.61,0.47
71956,0.11,0.91
71957,0.37,0.45
71958,0.41,0.52
71960,0.37,0.52
71961,0.88,0.99
71968,0.1,0.85
71971,0.44,0.48
71990,0.38,0.57
71991,0.11,0.85
72001,0.09,0.98
72005,0.45,0.52
72015,0.1,0.81
72020,0.45,0.47
72023,0.77,0.87
72026,0.44,0.51
72032,0.39,0.5
72041,0.1,0.91
72043,0.09,0.89
72049,0.37,0.47
32888,0.9,1
34641,0.41,0.56
72060,0.37,0.52
72062,0.1,0.86
72065,0.81,1
72071,0.11,0.8
72078,0.11,0.84
72083,0.4,0.46
72084,0.09,0.8
72109,0.48,0.93
72113,0.91,0.91
72116,0.43,0.57
72129,0.33,0.88
36275,0.41,0.57
72136,0.41,0.55
72138,0.37,0.54
37303,0.31,0.62
72148,0.09,0.91
72152,0.1,0.87
72153,0.76,0.9
72154,0.41,0.54
72155,0.72,0.96
72161,0.4,0.5
72162,0.91,0.87
38676,0.1,0.83
72167,0.4,0.56
72169,0.82,0.86
72192,0.1,0.82
72193,0.37,0.45
72199,0.36,0.51
72210,0.39,0.48
72216,0.36,0.57
72237,0.86,0.84
72244,0.73,0.99
72247,0.56,0.71
72250,0.44,0.56
72251,0.31,0.56
38694,0.77,0.93
72270,0.44,0.45
72272,0.38,0.46
72273,0.45,0.48
72276,0.38,0.51
72278,0.36,0.48
72280,0.75,0.9
72285,0.1,0.93
72287,0.1,0.97
72294,0.45,0.5
72300,0.42,0.57
72305,0.78,1
72309,0.45,0.55
39307,0.84,1
72323,0.11,0.93
72324,0.42,0.56
72342,0.45,0.46
72345,0.46,0.57
44801,0.09,0.79
72353,0.87,0.83
45975,0.1,0.87
72374,0.91,1
72384,0.76,0.92
72399,0.74,1
72401,0.92,0.93
72402,0.76,0.87
72405,0.47,0.5
72408,0.73,0.99
72416,0.09,0.94
46914,0.91,0.92
72425,0.82,0.98
47557,0.28,0.45
72434,0.84,0.99
72435,0.45,0.53
72436,0.45,0.54
72438,0.91,0.97
72444,0.42,0.48
72448,0.82,1
72456,0.11,0.9
72460,0.42,0.53
72466,0.82,0.85
72469,0.09,0.96
72470,0.1,0.94
72475,,1
72480,0.4,0.46
72482,0.45,0.46
72485,0.42,0.51
72490,0.74,0.92
72495,0.55,0.6
49261,0.37,0.45
72502,0.41,0.52
54183,0.89,0.65
72507,0.41,0.57
72510,0.44,0.51
72511,0.87,0.84
72519,0.1,0.84
72522,0.41,0.47
72523,0.11,0.85
72528,0.43,0.53
54619,0.77,0.9
72545,0.41,0.52
72558,0.41,0.48
72568,0.36,0.78
55422,0.77,1
72579,0.81,0.98
72590,0.39,0.54
72595,0.09,0.94
72596,0.44,0.46
72601,0.1,0.84
72602,0.36,0.48
55748,0.81,0.92
72614,0.81,0.9
72625,0.85,0.98
72626,0.1,0.87
72633,0.37,0.54
72635,0.09,0.97
81701,0.44,0.53
72639,0.86,0.93
72659,0.77,1
56551,0.41,0.48
72670,0.4,0.48
72671,0.43,0.49
57090,0.43,0.5
72676,0.8,0.53
72680,0.8,0.85
72683,0.82,0.98
72685,0.37,0.54
72693,0.37,0.48
58007,0.09,0.95
72724,0.9,0.92
72727,0.41,0.52
58289,0.1,0.85
59733,0.44,0.53
72735,0.89,0.85
72738,0.42,0.56
72742,0.87,1
72745,0.45,0.57
72751,0.11,0.87
72752,0.09,0.79
72761,0.76,0.83
72764,0.11,0.96
72768,0.37,0.49
60839,0.1,0.79
72789,0.77,0.87
65232,0.42,0.54
72801,0.38,0.52
72811,0.32,0.95
66504,0.38,0.49
72825,0.19,1
72830,0.1,0.83
72834,0.76,0.88
72853,0.53,0.56
72854,0.39,0.51
72862,0.11,0.83
72863,0.1,0.94
72864,0.84,1
72867,0.82,0.99
72869,0.1,0.82
72871,0.59,0.49
72877,0.44,0.48
72885,0.89,0.95
72886,0.91,0.84
72888,0.66,0.57
72893,0.11,0.87
72897,0.43,0.51
72902,0.78,0.83
72904,0.11,0.97
74338,0.83,0.98
72912,0.39,0.54
72916,0.38,0.55
72918,0.37,0.57
78204,0.44,0.48
72951,0.53,0.85
72958,0.09,0.96
72962,0.11,0.89
78921,0.83,0.96
72982,0.88,1
72991,0.1,0.89
82140,0.09,0.86
82159,0.44,0.54
72996,0.39,0.51
73005,0.87,0.94
82824,0.74,0.99
73012,0.1,0.95
73015,0.74,0.82
73017,0.75,0.99
73018,0.41,0.56
83579,0.41,0.45
73032,0.09,0.9
73037,0.09,0.8
73040,0.39,0.57
73045,0.4,0.56
73056,0.37,0.54
73059,0.1,0.84
73068,0.43,0.51
86090,0.75,0.85
73083,0.37,0.56
73087,0.11,0.85
73099,0.45,0.45
73100,0.87,1
73106,0.11,0.94
88837,0.45,0.54
91157,0.81,0.87
73112,0.77,0.91
73118,0.89,0.92
73125,0.43,0.49
94330,0.78,1
73133,0.37,0.47
73138,0.37,0.5
73149,0.85,0.82
73150,0.41,0.47
73158,0.11,0.96
73162,0.75,0.99
94972,0.82,0.85
73166,0.79,1
95974,0.43,0.53
73180,0.1,0.9
73187,0.46,0.48
3255,0.43,0.57
3315,0.43,0.55
73201,0.11,0.8
73202,0.09,0.86
73205,0.37,0.53
73209,0.4,0.57
73214,0.1,0.77
3450,0.41,0.53
73226,0.79,0.58
3566,0.11,0.79
73237,0.1,0.97
73240,0.44,0.51
73242,0.25,0.46
73250,0.44,0.52
73257,0.73,1
4384,0.75,0.97
73268,0.36,0.47
73280,0.37,0.49
73282,0.39,0.49
73285,0.48,0.78
4759,0.57,0.72
73316,0.9,0.96
73322,0.39,0.55
73330,0.44,0.51
73356,0.81,0.88
73359,0.74,0.87
6840,0.44,0.56
73362,0.41,0.56
7110,0.4,0.51
73369,0.46,0.57
73371,0.8,0.83
73383,0.87,0.9
7389,0.39,0.54
8789,0.38,0.55
73388,0.66,0.67
73394,0.1,0.8
73397,0.37,0.54
73401,0.1,0.77
73403,0.09,0.87
73408,0.86,0.84
73417,0.11,0.9
73418,0.37,0.46
9463,0.11,0.92
73426,0.77,0.98
73431,0.84,0.94
73434,0.1,0.84
73446,0.83,0.9
73450,0.11,0.79
